"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI","TM #","TOI/GP","TOI%","RAPM_C±/60","RAPM_xG±/60","GAR±/60","xGAR±/60"
"Brandon Dubinsky","BRANDON.DUBINSKY","8471273","09-10","NYR","C","L",1986-04-29,23,2004,2,60,69,1014.78,29,15.17,31.73,0.01,0.016,0.09,0.17
"Brandon Dubinsky","BRANDON.DUBINSKY","8471273","10-11","NYR","C","L",1986-04-29,24,2004,2,60,77,1120.3,28,15.14,31.08,0.16,0.082,0.14,0.19
"Brandon Dubinsky","BRANDON.DUBINSKY","8471273","11-12","NYR","C","L",1986-04-29,25,2004,2,60,77,1003.38,29,15.29,31.01,-0.52,0.028,0.12,0.17
"Brandon Dubinsky","BRANDON.DUBINSKY","8471273","12-13","CBJ","C","L",1986-04-29,26,2004,2,60,29,377.87,28,15.04,29.85,0.46,-0.019,0.24,0.23
"Brandon Dubinsky","BRANDON.DUBINSKY","8471273","13-14","CBJ","C","L",1986-04-29,27,2004,2,60,76,1032.13,29,14.6,30.12,0.86,0.057,0.28,0.24
"Brandon Dubinsky","BRANDON.DUBINSKY","8471273","14-15","CBJ","C","L",1986-04-29,28,2004,2,60,47,625.6,30,14.6,29.86,-0.58,-0.013,0.15,0.18
"Brandon Dubinsky","BRANDON.DUBINSKY","8471273","15-16","CBJ","C","L",1986-04-29,29,2004,2,60,75,1049.6,32,14.88,30.32,-0.4,0.039,0.11,0.16
"Brandon Dubinsky","BRANDON.DUBINSKY","8471273","16-17","CBJ","C","L",1986-04-29,30,2004,2,60,80,1141.82,26,15.36,30.48,0.69,0.022,0.2,0.22
"Brandon Dubinsky","BRANDON.DUBINSKY","8471273","17-18","CBJ","C","L",1986-04-29,31,2004,2,60,62,819.47,31,14.95,29.28,-0.01,0.01,0.14,0.12
"Brandon Dubinsky","BRANDON.DUBINSKY","8471273","18-19","CBJ","C","L",1986-04-29,32,2004,2,60,61,657.6,28,14.46,28.42,0.5,0.033,0.13,0.21
"Brandon Duhaime","BRANDON.DUHAIME","8479520","21-22","MIN","R","L",1997-05-22,24,2016,4,106,80,752.98,31,13.47,27.59,0.44,0.05,0.22,0.22
"Brandon Duhaime","BRANDON.DUHAIME","8479520","22-23","MIN","R","L",1997-05-22,25,2016,4,106,51,495.12,30,14.17,28.38,-0.86,-0.01,0.09,0.04
"Brandon Gignac","BRANDON.GIGNAC","8479330","18-19","N.J","C","L",1997-11-07,20,2016,3,80,1,9.07,13,13.72,27.74,-1.6,-0.005,0.14,0.04
"Brandon Gormley","BRANDON.GORMLEY","8475759","13-14","ARI","D","L",1992-02-18,21,2010,1,13,5,67.2,22,12.98,26.03,0.49,0.01,0.2,0.23
"Brandon Gormley","BRANDON.GORMLEY","8475759","14-15","ARI","D","L",1992-02-18,22,2010,1,13,27,352.68,34,13.35,26.68,-1.57,-0.072,-0.06,-0.05
"Brandon Gormley","BRANDON.GORMLEY","8475759","15-16","COL","D","L",1992-02-18,23,2010,1,13,26,308.15,25,12.05,24.82,-1.65,-0.053,0.12,0.07
"Brandon Hagel","BRANDON.HAGEL","8479542","19-20","CHI","L","L",1998-08-27,21,2016,6,159,1,11.8,12,14.42,28.86,1.11,0.053,0.41,0.36
"Brandon Hagel","BRANDON.HAGEL","8479542","20-21","CHI","L","L",1998-08-27,22,2016,6,159,52,650.45,32,14.36,28.72,-0.54,-0.043,0.02,0.07
"Brandon Hagel","BRANDON.HAGEL","8479542","21-22","CHI","L","L",1998-08-27,23,2016,6,159,55,747.07,33,15.4,30.52,-1.26,-0.049,0.13,0.1
"Brandon Hagel","BRANDON.HAGEL","8479542","21-22","T.B","L","L",1998-08-27,23,2016,6,159,22,267.33,19,14.99,30.28,1.83,0.059,0.24,0.32
"Brandon Hagel","BRANDON.HAGEL","8479542","22-23","T.B","L","L",1998-08-27,24,2016,6,159,81,1138.67,27,15.46,31.38,1.45,0.096,0.24,0.29
"Brandon Kozun","BRANDON.KOZUN","8475295","14-15","TOR","R","R",1990-03-08,24,2009,6,178,20,147.65,29,13.32,27.27,-1.49,-0.063,0.02,0
"Brandon Manning","BRANDON.MANNING","8475430","11-12","PHI","D","L",1990-06-04,21,2008,NA,NA,4,54.52,18,12.27,25.82,-1.02,0.006,0.2,0.14
"Brandon Manning","BRANDON.MANNING","8475430","12-13","PHI","D","L",1990-06-04,22,2008,NA,NA,6,88.37,21,12.72,26.58,-0.33,-0.003,0.07,0.13
"Brandon Manning","BRANDON.MANNING","8475430","14-15","PHI","D","L",1990-06-04,24,2008,NA,NA,11,156.43,24,12.81,25.65,0.48,-0.007,0.14,0.16
"Brandon Manning","BRANDON.MANNING","8475430","15-16","PHI","D","L",1990-06-04,25,2008,NA,NA,56,837.82,26,13.17,26.83,1.48,0.013,0.17,0.18
"Brandon Manning","BRANDON.MANNING","8475430","16-17","PHI","D","L",1990-06-04,26,2008,NA,NA,65,1044.52,26,13.47,27.2,1.46,0.036,0.15,0.16
"Brandon Manning","BRANDON.MANNING","8475430","17-18","PHI","D","L",1990-06-04,27,2008,NA,NA,65,1056.35,27,13.3,26.35,0.91,0.038,0.16,0.2
"Brandon Manning","BRANDON.MANNING","8475430","18-19","CHI","D","L",1990-06-04,28,2008,NA,NA,27,360.15,25,12.98,25.86,0.01,-0.04,0.02,0.09
"Brandon Manning","BRANDON.MANNING","8475430","18-19","EDM","D","L",1990-06-04,28,2008,NA,NA,12,144.63,23,13.1,26.02,-0.95,-0.032,0.11,0.06
"Brandon Manning","BRANDON.MANNING","8475430","19-20","EDM","D","L",1990-06-04,29,2008,NA,NA,9,99.2,21,12.78,25.39,-0.02,-0.007,0.18,0.15
"Brandon Mashinter","BRANDON.MASHINTER","8474850","10-11","S.J","L","L",1988-09-20,21,2007,NA,NA,13,79.92,24,13.95,28.34,0.38,0.048,0.18,0.15
"Brandon Mashinter","BRANDON.MASHINTER","8474850","12-13","NYR","L","L",1988-09-20,23,2007,NA,NA,4,23.67,17,12.16,24.58,-0.91,-0.086,-0.39,-0.15
"Brandon Mashinter","BRANDON.MASHINTER","8474850","13-14","NYR","L","L",1988-09-20,24,2007,NA,NA,6,27.38,18,13.63,27.44,0.38,-0.008,-0.1,0.01
"Brandon Mashinter","BRANDON.MASHINTER","8474850","15-16","CHI","L","L",1988-09-20,26,2007,NA,NA,41,303.68,32,13.65,27.35,0.18,-0.003,0.21,0.09
"Brandon McMillan","BRANDON.MCMILLAN","8474646","10-11","ANA","C","L",1990-03-22,20,2008,3,85,60,693.67,25,14.13,28.99,-1.96,-0.07,-0.03,0.04
"Brandon McMillan","BRANDON.MCMILLAN","8474646","11-12","ANA","C","L",1990-03-22,21,2008,3,85,25,214.67,27,13.66,27.97,-1.3,-0.049,-0.01,0.07
"Brandon McMillan","BRANDON.MCMILLAN","8474646","12-13","ANA","C","L",1990-03-22,22,2008,3,85,6,47.32,21,13.82,27.3,-1.99,-0.014,0.18,0.14
"Brandon McMillan","BRANDON.MCMILLAN","8474646","13-14","ARI","C","L",1990-03-22,23,2008,3,85,22,255.43,23,15.21,30.65,0.71,-0.035,0.15,0.17
"Brandon McMillan","BRANDON.MCMILLAN","8474646","14-15","ARI","C","L",1990-03-22,24,2008,3,85,50,440.32,28,13.77,27.55,-1.45,-0.042,-0.04,-0.02
"Brandon McMillan","BRANDON.MCMILLAN","8474646","14-15","VAN","C","L",1990-03-22,24,2008,3,85,8,81.85,23,13.81,27.92,-1.46,-0.072,0.08,0.06
"Brandon Montour","BRANDON.MONTOUR","8477986","16-17","ANA","D","R",1994-04-11,22,2014,2,55,27,409.4,24,13.99,28.67,1.29,0.092,0.24,0.27
"Brandon Montour","BRANDON.MONTOUR","8477986","17-18","ANA","D","R",1994-04-11,23,2014,2,55,80,1331.57,36,13.84,27.82,-0.03,-0.012,0.11,0.17
"Brandon Montour","BRANDON.MONTOUR","8477986","18-19","ANA","D","R",1994-04-11,24,2014,2,55,62,1138.4,41,13.69,27.53,0.15,-0.017,0.07,0.12
"Brandon Montour","BRANDON.MONTOUR","8477986","18-19","BUF","D","R",1994-04-11,24,2014,2,55,20,383.95,24,13.96,27.56,0.59,0.007,0.16,0.15
"Brandon Montour","BRANDON.MONTOUR","8477986","19-20","BUF","D","R",1994-04-11,25,2014,2,55,54,933.75,31,13.85,27.57,0.31,-0.013,0.19,0.19
"Brandon Montour","BRANDON.MONTOUR","8477986","20-21","BUF","D","R",1994-04-11,26,2014,2,55,38,696.4,28,13.78,26.89,-0.51,-0.045,-0.03,-0.02
"Brandon Montour","BRANDON.MONTOUR","8477986","20-21","FLA","D","R",1994-04-11,26,2014,2,55,12,199.77,23,12.93,26.43,1.89,0.051,0.16,0.17
"Brandon Montour","BRANDON.MONTOUR","8477986","21-22","FLA","D","R",1994-04-11,27,2014,2,55,81,1275.67,33,13.13,26.51,2.47,0.112,0.32,0.37
"Brandon Montour","BRANDON.MONTOUR","8477986","22-23","FLA","D","R",1994-04-11,28,2014,2,55,80,1465.02,28,13.35,27.93,2.45,0.11,0.26,0.29
"Brandon Nolan","BRANDON.NOLAN","8469522","07-08","CAR","C","L",1983-07-18,24,2003,4,111,6,43.4,23,12.48,27.65,-0.32,-0.02,0.07,0.1
"Brandon Pirri","BRANDON.PIRRI","8475204","10-11","CHI","C","L",1991-04-10,19,2009,2,59,1,8.93,15,13.39,26.92,0.07,-0.037,0.05,0.16
"Brandon Pirri","BRANDON.PIRRI","8475204","11-12","CHI","C","L",1991-04-10,20,2009,2,59,5,61.52,24,15.04,30.21,1.66,0.043,0.22,0.28
"Brandon Pirri","BRANDON.PIRRI","8475204","12-13","CHI","C","L",1991-04-10,21,2009,2,59,1,15.33,16,14.21,27.78,0.76,0.004,0.53,0.28
"Brandon Pirri","BRANDON.PIRRI","8475204","13-14","CHI","C","L",1991-04-10,22,2009,2,59,28,315.72,23,15.1,30.01,2.47,0.108,0.36,0.31
"Brandon Pirri","BRANDON.PIRRI","8475204","13-14","FLA","C","L",1991-04-10,22,2009,2,59,21,242.83,27,13.75,28.01,-0.96,-0.05,0,0.07
"Brandon Pirri","BRANDON.PIRRI","8475204","14-15","FLA","C","L",1991-04-10,23,2009,2,59,49,624.72,25,14.9,29.54,0.9,0.041,0.24,0.2
"Brandon Pirri","BRANDON.PIRRI","8475204","15-16","ANA","C","L",1991-04-10,24,2009,2,59,9,97.73,23,14.27,29.13,1.91,0.088,0.27,0.2
"Brandon Pirri","BRANDON.PIRRI","8475204","15-16","FLA","C","L",1991-04-10,24,2009,2,59,52,641.77,26,14.29,29.25,-0.01,0.001,0.21,0.21
"Brandon Pirri","BRANDON.PIRRI","8475204","16-17","NYR","C","L",1991-04-10,25,2009,2,59,60,574.17,29,13.95,27.67,-0.45,-0.01,0.1,0.18
"Brandon Pirri","BRANDON.PIRRI","8475204","17-18","VGK","C","L",1991-04-10,26,2009,2,59,2,30.55,19,14.91,29.74,2.22,0.09,0.4,0.44
"Brandon Pirri","BRANDON.PIRRI","8475204","18-19","VGK","C","L",1991-04-10,27,2009,2,59,31,377.58,23,15.12,30.21,1.73,0.098,0.33,0.3
"Brandon Pirri","BRANDON.PIRRI","8475204","19-20","VGK","C","L",1991-04-10,28,2009,2,59,16,172.4,25,14.16,28.18,1.41,0.067,0.17,0.18
"Brandon Pirri","BRANDON.PIRRI","8475204","20-21","CHI","C","L",1991-04-10,29,2009,2,59,1,10.58,13,14.89,29.77,-0.45,0.035,0.19,0.25
"Brandon Prust","BRANDON.PRUST","8471283","08-09","ARI","R","L",1984-03-16,24,2004,3,70,11,106.98,23,13.23,27.74,-0.63,-0.027,0.14,0.1
"Brandon Prust","BRANDON.PRUST","8471283","08-09","CGY","C/R","L",1984-03-16,24,2004,3,70,25,155.75,23,11.71,25.77,2.26,0.058,0.1,0.12
"Brandon Prust","BRANDON.PRUST","8471283","09-10","CGY","L/R","L",1984-03-16,25,2004,3,70,43,277.08,27,12.96,26.8,0.43,0.009,0.11,0.13
"Brandon Prust","BRANDON.PRUST","8471283","09-10","NYR","L","L",1984-03-16,25,2004,3,70,26,230.52,23,13.12,27.39,-0.03,-0.01,0.07,0.09
"Brandon Prust","BRANDON.PRUST","8471283","10-11","NYR","L","L",1984-03-16,26,2004,3,70,82,959.87,30,14.47,29.69,-0.21,0.069,0.07,0.16
"Brandon Prust","BRANDON.PRUST","8471283","11-12","NYR","L","L",1984-03-16,27,2004,3,70,82,830.47,29,14.27,28.96,-0.05,0.052,0.14,0.2
"Brandon Prust","BRANDON.PRUST","8471283","12-13","MTL","L","L",1984-03-16,28,2004,3,70,38,424.9,28,13.93,29.18,1.16,0.088,0.39,0.31
"Brandon Prust","BRANDON.PRUST","8471283","13-14","MTL","L","L",1984-03-16,29,2004,3,70,52,559.82,27,13.88,28.63,-1.06,-0.017,0.06,0.07
"Brandon Prust","BRANDON.PRUST","8471283","14-15","MTL","L","L",1984-03-16,30,2004,3,70,82,894.98,33,14.27,28.49,-1.03,-0.038,0.16,0.1
"Brandon Prust","BRANDON.PRUST","8471283","15-16","VAN","L","L",1984-03-16,31,2004,3,70,35,417.57,26,14.13,28.38,-1.02,-0.1,0.02,0
"Brandon Saad","BRANDON.SAAD","8476438","11-12","CHI","L","L",1992-10-27,18,2011,2,43,2,25.03,19,15.57,31.29,1.7,0.062,0.27,0.25
"Brandon Saad","BRANDON.SAAD","8476438","12-13","CHI","L","L",1992-10-27,19,2011,2,43,46,635.37,24,15.51,30.85,3.57,0.179,0.52,0.58
"Brandon Saad","BRANDON.SAAD","8476438","13-14","CHI","L","L",1992-10-27,20,2011,2,43,78,1053.82,28,14.89,29.58,2.45,0.1,0.34,0.3
"Brandon Saad","BRANDON.SAAD","8476438","14-15","CHI","L","L",1992-10-27,21,2011,2,43,82,1133.12,33,15.5,30.76,2.91,0.064,0.17,0.22
"Brandon Saad","BRANDON.SAAD","8476438","15-16","CBJ","L","L",1992-10-27,22,2011,2,43,78,1097.48,32,14.71,29.97,-0.44,0.012,0.17,0.14
"Brandon Saad","BRANDON.SAAD","8476438","16-17","CBJ","L","L",1992-10-27,23,2011,2,43,82,1198.52,26,15.53,30.79,0.31,0.007,0.26,0.25
"Brandon Saad","BRANDON.SAAD","8476438","17-18","CHI","L","L",1992-10-27,24,2011,2,43,82,1087.15,31,15.07,30.55,1.95,0.03,0.12,0.19
"Brandon Saad","BRANDON.SAAD","8476438","18-19","CHI","L","L",1992-10-27,25,2011,2,43,80,1127.32,30,15.2,30.16,-0.53,-0.063,0.1,0.13
"Brandon Saad","BRANDON.SAAD","8476438","19-20","CHI","L","L",1992-10-27,26,2011,2,43,58,776.35,28,14.82,29.71,-0.06,-0.046,0.16,0.16
"Brandon Saad","BRANDON.SAAD","8476438","20-21","COL","L","L",1992-10-27,27,2011,2,43,44,531.95,32,14.56,30.17,3.43,0.123,0.32,0.38
"Brandon Saad","BRANDON.SAAD","8476438","21-22","STL","L","L",1992-10-27,28,2011,2,43,78,1029.82,29,15.24,30.39,0.07,-0.004,0.18,0.22
"Brandon Saad","BRANDON.SAAD","8476438","22-23","STL","L","L",1992-10-27,29,2011,2,43,71,945,31,15.24,30.26,-0.96,-0.081,0.16,0.14
"Brandon Segal","BRANDON.SEGAL","8469755","08-09","T.B","R","R",1983-07-12,25,2002,4,102,2,26.25,18,12.32,26.63,-1.77,-0.049,0.14,0.01
"Brandon Segal","BRANDON.SEGAL","8469755","09-10","DAL","R","R",1983-07-12,26,2002,4,102,19,211.65,22,14.8,30.49,-0.19,0.012,0.15,0.12
"Brandon Segal","BRANDON.SEGAL","8469755","09-10","L.A","R","R",1983-07-12,26,2002,4,102,25,166.9,24,13.06,26.96,-0.71,-0.006,0.1,0.12
"Brandon Segal","BRANDON.SEGAL","8469755","10-11","DAL","R","R",1983-07-12,27,2002,4,102,46,365.42,26,13.66,28.28,-1.12,-0.042,0.11,0.06
"Brandon Segal","BRANDON.SEGAL","8469755","11-12","T.B","R","R",1983-07-12,28,2002,4,102,10,65.28,25,12.32,24.83,-1.42,-0.033,0.09,0.14
"Brandon Segal","BRANDON.SEGAL","8469755","12-13","NYR","R","R",1983-07-12,29,2002,4,102,1,4.38,16,13.06,26.32,-0.76,0.004,-0.1,0.07
"Brandon Sutter","BRANDON.SUTTER","8474091","08-09","CAR","C","R",1989-02-14,19,2007,1,11,50,330.55,30,12.69,27.09,0.22,0.027,0.11,0.11
"Brandon Sutter","BRANDON.SUTTER","8474091","09-10","CAR","C","R",1989-02-14,20,2007,1,11,72,915.97,33,14.25,29.97,-0.39,-0.05,0.03,0.09
"Brandon Sutter","BRANDON.SUTTER","8474091","10-11","CAR","C","R",1989-02-14,21,2007,1,11,81,1094.63,30,14.03,29.08,-0.47,-0.031,0.09,0.11
"Brandon Sutter","BRANDON.SUTTER","8474091","11-12","CAR","C","R",1989-02-14,22,2007,1,11,82,1176.62,28,14.65,29.58,-0.06,-0.026,-0.03,0.04
"Brandon Sutter","BRANDON.SUTTER","8474091","12-13","PIT","C","R",1989-02-14,23,2007,1,11,48,629.62,30,14.38,29.59,0.17,-0.008,0.22,0.24
"Brandon Sutter","BRANDON.SUTTER","8474091","13-14","PIT","C","R",1989-02-14,24,2007,1,11,81,991.22,36,13.88,27.98,-0.66,-0.004,0.11,0.16
"Brandon Sutter","BRANDON.SUTTER","8474091","14-15","PIT","C","R",1989-02-14,25,2007,1,11,80,1060.75,36,14.52,29.47,1.48,0.041,0.2,0.24
"Brandon Sutter","BRANDON.SUTTER","8474091","15-16","VAN","C","R",1989-02-14,26,2007,1,11,20,263.48,24,14.48,29.13,0,-0.05,0.09,0.11
"Brandon Sutter","BRANDON.SUTTER","8474091","16-17","VAN","C","R",1989-02-14,27,2007,1,11,81,1124.17,34,14.78,29.4,-0.5,-0.048,0.02,0.06
"Brandon Sutter","BRANDON.SUTTER","8474091","17-18","VAN","C","R",1989-02-14,28,2007,1,11,61,836.22,32,14.32,28.82,-1,-0.066,0.01,0.02
"Brandon Sutter","BRANDON.SUTTER","8474091","18-19","VAN","C","R",1989-02-14,29,2007,1,11,26,340.1,24,14.7,29.59,-0.37,-0.074,0.09,0.1
"Brandon Sutter","BRANDON.SUTTER","8474091","19-20","VAN","C","R",1989-02-14,30,2007,1,11,44,505.28,26,13.82,28.33,-1.15,-0.056,0,0.04
"Brandon Sutter","BRANDON.SUTTER","8474091","20-21","VAN","C","R",1989-02-14,31,2007,1,11,43,512.77,30,13.66,27.81,-1.09,-0.065,-0.01,0
"Brandon Tanev","BRANDON.TANEV","8479293","15-16","WPG","L","L",1991-12-31,23,2010,NA,NA,3,32.38,12,12.95,26.58,-1.46,0.008,0.02,0.1
"Brandon Tanev","BRANDON.TANEV","8479293","16-17","WPG","L","L",1991-12-31,24,2010,NA,NA,51,454.87,29,13.42,27.49,-0.57,0.023,0.15,0.17
"Brandon Tanev","BRANDON.TANEV","8479293","17-18","WPG","L","L",1991-12-31,25,2010,NA,NA,61,642.5,27,13.84,28.24,2.42,0.095,0.35,0.31
"Brandon Tanev","BRANDON.TANEV","8479293","18-19","WPG","L","L",1991-12-31,26,2010,NA,NA,80,943.95,28,14.14,28.55,1.32,0.021,0.16,0.22
"Brandon Tanev","BRANDON.TANEV","8479293","19-20","PIT","L","L",1991-12-31,27,2010,NA,NA,68,833.08,32,14.52,28.84,1.27,0.052,0.26,0.22
"Brandon Tanev","BRANDON.TANEV","8479293","20-21","PIT","L","L",1991-12-31,28,2010,NA,NA,32,373.25,28,14.35,28.25,0.69,0.031,0.33,0.23
"Brandon Tanev","BRANDON.TANEV","8479293","21-22","SEA","L","L",1991-12-31,29,2010,NA,NA,30,381.63,26,14.59,29.04,0.33,-0.033,0.15,0.17
"Brandon Tanev","BRANDON.TANEV","8479293","22-23","SEA","L","L",1991-12-31,30,2010,NA,NA,82,925.65,25,14.27,28.59,1.64,0.039,0.35,0.32
"Brandon Yip","BRANDON.YIP","8471450","09-10","COL","R","R",1985-04-25,24,2004,8,239,32,403.93,28,14.41,29.92,-1.5,-0.003,0.18,0.17
"Brandon Yip","BRANDON.YIP","8471450","10-11","COL","R","R",1985-04-25,25,2004,8,239,71,803.1,35,14.12,29.07,-0.56,0.019,0.16,0.13
"Brandon Yip","BRANDON.YIP","8471450","11-12","COL","R","R",1985-04-25,26,2004,8,239,10,94.43,23,14.01,27.97,-0.11,-0.01,0.14,0.12
"Brandon Yip","BRANDON.YIP","8471450","11-12","NSH","R","R",1985-04-25,26,2004,8,239,25,259.1,23,14.19,28.07,-1.14,-0.025,0.22,0.15
"Brandon Yip","BRANDON.YIP","8471450","12-13","NSH","R","R",1985-04-25,27,2004,8,239,34,381.63,25,14.39,28.33,-1.55,-0.007,0.15,0.14
"Brandon Yip","BRANDON.YIP","8471450","13-14","ARI","R","R",1985-04-25,28,2004,8,239,2,13.75,15,12.32,24.89,0.84,0.024,0.35,0.3
"Brandt Clarke","BRANDT.CLARKE","8482730","22-23","L.A","D","R",2003-02-09,19,2021,1,8,9,111.52,21,12.94,26.12,1.71,0.053,0.24,0.21
"Branislav Mezei","BRANISLAV.MEZEI","8467883","07-08","FLA","D","L",1980-10-08,26,1999,1,10,57,723.98,28,12.83,27.42,0.27,-0.026,0.14,0.09
"Branko Radivojevic","BRANKO.RADIVOJEVIC","8467966","07-08","MIN","R","R",1980-11-24,26,1999,3,93,72,923.08,27,14.19,30.16,0.12,0.003,0.24,0.2
"Brayden Irwin","BRAYDEN.IRWIN","8475638","09-10","TOR","C","R",1987-03-24,22,2005,NA,NA,2,19.92,14,13.97,29.01,-0.21,-0.078,0,-0.06
"Brayden McNabb","BRAYDEN.MCNABB","8475188","11-12","BUF","D","L",1991-01-21,20,2009,3,66,25,396.18,31,13.51,26.97,0.1,-0.016,0.16,0.18
"Brayden McNabb","BRAYDEN.MCNABB","8475188","13-14","BUF","D","L",1991-01-21,22,2009,3,66,12,169.27,25,13.58,27.7,-2.58,-0.093,-0.02,-0.04
"Brayden McNabb","BRAYDEN.MCNABB","8475188","14-15","L.A","D","L",1991-01-21,23,2009,3,66,71,994.15,24,13.45,26.89,1.95,0.063,0.2,0.22
"Brayden McNabb","BRAYDEN.MCNABB","8475188","15-16","L.A","D","L",1991-01-21,24,2009,3,66,81,1352.43,28,14.59,29.43,3.64,0.099,0.27,0.24
"Brayden McNabb","BRAYDEN.MCNABB","8475188","16-17","L.A","D","L",1991-01-21,25,2009,3,66,49,705.68,26,13.32,26.74,2.03,0.08,0.17,0.16
"Brayden McNabb","BRAYDEN.MCNABB","8475188","17-18","VGK","D","L",1991-01-21,26,2009,3,66,76,1296.95,29,13.97,27.87,1.22,0.026,0.3,0.31
"Brayden McNabb","BRAYDEN.MCNABB","8475188","18-19","VGK","D","L",1991-01-21,27,2009,3,66,81,1318.73,27,13.95,27.9,2.28,0.121,0.32,0.33
"Brayden McNabb","BRAYDEN.MCNABB","8475188","19-20","VGK","D","L",1991-01-21,28,2009,3,66,71,1170,29,14.38,28.49,2.36,0.128,0.26,0.3
"Brayden McNabb","BRAYDEN.MCNABB","8475188","20-21","VGK","D","L",1991-01-21,29,2009,3,66,41,670.9,25,13.88,27.79,1.94,0.064,0.21,0.31
"Brayden McNabb","BRAYDEN.MCNABB","8475188","21-22","VGK","D","L",1991-01-21,30,2009,3,66,69,1149.42,32,14.08,27.57,1.67,0.049,0.2,0.22
"Brayden McNabb","BRAYDEN.MCNABB","8475188","22-23","VGK","D","L",1991-01-21,31,2009,3,66,82,1427.68,29,14.16,27.39,0.82,0.074,0.33,0.33
"Brayden Pachal","BRAYDEN.PACHAL","8481167","21-22","VGK","D","R",1999-08-23,22,2017,NA,NA,2,19.52,21,12.93,25.35,1.2,0.028,0.05,0.14
"Brayden Pachal","BRAYDEN.PACHAL","8481167","22-23","VGK","D","R",1999-08-23,23,2017,NA,NA,10,154.02,27,13.26,25.63,0.42,0.088,0.23,0.28
"Brayden Point","BRAYDEN.POINT","8478010","16-17","T.B","C","R",1996-03-13,20,2014,3,79,68,959.02,31,15.01,30.46,0.87,0.019,0.19,0.21
"Brayden Point","BRAYDEN.POINT","8478010","17-18","T.B","C","R",1996-03-13,21,2014,3,79,82,1212.13,27,14.61,29.83,1.01,0.057,0.36,0.32
"Brayden Point","BRAYDEN.POINT","8478010","18-19","T.B","C","R",1996-03-13,22,2014,3,79,79,1187.17,24,15.23,30.88,1.31,0.047,0.39,0.46
"Brayden Point","BRAYDEN.POINT","8478010","19-20","T.B","C","R",1996-03-13,23,2014,3,79,66,981.67,27,14.87,30.56,2.43,0.104,0.43,0.49
"Brayden Point","BRAYDEN.POINT","8478010","20-21","T.B","C","R",1996-03-13,24,2014,3,79,56,806.78,27,14.68,30.23,0.81,0.047,0.25,0.22
"Brayden Point","BRAYDEN.POINT","8478010","21-22","T.B","C","R",1996-03-13,25,2014,3,79,66,1005.67,28,15.47,31.26,1.42,0.073,0.35,0.37
"Brayden Point","BRAYDEN.POINT","8478010","22-23","T.B","C","R",1996-03-13,26,2014,3,79,82,1252.05,27,15.59,31.64,1.59,0.062,0.19,0.2
"Brayden Schenn","BRAYDEN.SCHENN","8475170","09-10","L.A","C","L",1991-08-22,18,2009,1,5,1,12.02,15,14.85,30.63,0.9,-0.003,0.1,0.16
"Brayden Schenn","BRAYDEN.SCHENN","8475170","10-11","L.A","C","L",1991-08-22,19,2009,1,5,8,76.23,20,12.88,26.61,-0.06,-0.021,0.07,0.06
"Brayden Schenn","BRAYDEN.SCHENN","8475170","11-12","PHI","C","L",1991-08-22,20,2009,1,5,54,658.15,30,14.25,30.03,0.44,0.065,0.24,0.23
"Brayden Schenn","BRAYDEN.SCHENN","8475170","12-13","PHI","C","L",1991-08-22,21,2009,1,5,47,603.97,33,14.21,29.92,-0.04,0.021,0.13,0.16
"Brayden Schenn","BRAYDEN.SCHENN","8475170","13-14","PHI","C","L",1991-08-22,22,2009,1,5,82,1081.22,26,14.19,29.8,-0.38,0.015,0.18,0.17
"Brayden Schenn","BRAYDEN.SCHENN","8475170","14-15","PHI","C","L",1991-08-22,23,2009,1,5,82,1116.15,29,15.05,30.19,0.16,0,0.15,0.16
"Brayden Schenn","BRAYDEN.SCHENN","8475170","15-16","PHI","C","L",1991-08-22,24,2009,1,5,80,1042.47,25,14.7,29.96,1.74,0.021,0.2,0.22
"Brayden Schenn","BRAYDEN.SCHENN","8475170","16-17","PHI","C","L",1991-08-22,25,2009,1,5,79,1085.38,29,14.68,29.6,1.03,0.009,0.1,0.14
"Brayden Schenn","BRAYDEN.SCHENN","8475170","17-18","STL","C","L",1991-08-22,26,2009,1,5,82,1261.37,28,15.51,31.1,1.95,0.102,0.4,0.4
"Brayden Schenn","BRAYDEN.SCHENN","8475170","18-19","STL","C","L",1991-08-22,27,2009,1,5,72,1083.62,27,15.56,31.02,1.52,0.087,0.24,0.32
"Brayden Schenn","BRAYDEN.SCHENN","8475170","19-20","STL","C","L",1991-08-22,28,2009,1,5,71,1054,30,15.31,30.42,1.92,0.054,0.24,0.28
"Brayden Schenn","BRAYDEN.SCHENN","8475170","20-21","STL","C","L",1991-08-22,29,2009,1,5,56,850.62,29,15.44,30.64,0.27,-0.034,0.15,0.22
"Brayden Schenn","BRAYDEN.SCHENN","8475170","21-22","STL","C","L",1991-08-22,30,2009,1,5,62,890.42,30,15.14,30.2,-0.88,-0.017,0.22,0.26
"Brayden Schenn","BRAYDEN.SCHENN","8475170","22-23","STL","C","L",1991-08-22,31,2009,1,5,82,1184.05,33,15.21,30.19,-1.26,-0.074,0.13,0.15
"Brayden Tracey","BRAYDEN.TRACEY","8481530","21-22","ANA","L","L",2001-05-28,20,2019,1,29,1,9.35,12,14.97,29.54,0.45,0.017,0.28,0.28
